sheet,state,metric,station_code,station_name,month,round,value,source_url,source_file
WB_BOD_2014,Unknown,BOD,1471,GANGA AT HOWRAH-SHIVPUR WEST BENGAL,November,first,2.8,https://gyanganga.ai/admin/fileupload/WestBengal_BOD_Data2024-2014.xlsx,WestBengal_BOD_Data2024-2014.xlsx
WB_BOD_2014,Unknown,BOD,1470,"GANGA AT GARDEN REACH, KOLKATA, WEST BENGAL",January,first,3.2,https://gyanganga.ai/admin/fileupload/WestBengal_BOD_Data2024-2014.xlsx,WestBengal_BOD_Data2024-2014.xlsx
WB_BOD_2014,Unknown,BOD,1470,"GANGA AT GARDEN REACH, KOLKATA, WEST BENGAL",March,first,4.35,https://gyanganga.ai/admin/fileupload/WestBengal_BOD_Data2024-2014.xlsx,WestBengal_BOD_Data2024-2014.xlsx
WB_BOD_2014,Unknown,BOD,1470,"GANGA AT GARDEN REACH, KOLKATA, WEST BENGAL",May,first,3.45,https://gyanganga.ai/admin/fileupload/WestBengal_BOD_Data2024-2014.xlsx,WestBengal_BOD_Data2024-2014.xlsx
WB_BOD_2014,Unknown,BOD,1470,"GANGA AT GARDEN REACH, KOLKATA, WEST BENGAL",July,first,3.9,https://gyanganga.ai/admin/fileupload/WestBengal_BOD_Data2024-2014.xlsx,WestBengal_BOD_Data2024-2014.xlsx
WB_BOD_2014,Unknown,BOD,1470,"GANGA AT GARDEN REACH, KOLKATA, WEST BENGAL",September,first,3.45,https://gyanganga.ai/admin/fileupload/WestBengal_BOD_Data2024-2014.xlsx,WestBengal_BOD_Data2024-2014.xlsx
WB_BOD_2014,Unknown,BOD,1470,"GANGA AT GARDEN REACH, KOLKATA, WEST BENGAL",November,first,2.0,https://gyanganga.ai/admin/fileupload/WestBengal_BOD_Data2024-2014.xlsx,WestBengal_BOD_Data2024-2014.xlsx
WB_BOD_2014,Unknown,BOD,1052,"GANGA AT ULUBERIA , HOWRAH,WEST BENGAL",January,first,2.8,https://gyanganga.ai/admin/fileupload/WestBengal_BOD_Data2024-2014.xlsx,WestBengal_BOD_Data2024-2014.xlsx
WB_BOD_2014,Unknown,BOD,1052,"GANGA AT ULUBERIA , HOWRAH,WEST BENGAL",March,first,2.7,https://gyanganga.ai/admin/fileupload/WestBengal_BOD_Data2024-2014.xlsx,WestBengal_BOD_Data2024-2014.xlsx
WB_BOD_2014,Unknown,BOD,1052,"GANGA AT ULUBERIA , HOWRAH,WEST BENGAL",May,first,5.79,https://gyanganga.ai/admin/fileupload/WestBengal_BOD_Data2024-2014.xlsx,WestBengal_BOD_Data2024-2014.xlsx
WB_BOD_2014,Unknown,BOD,1052,"GANGA AT ULUBERIA , HOWRAH,WEST BENGAL",July,first,2.1,https://gyanganga.ai/admin/fileupload/WestBengal_BOD_Data2024-2014.xlsx,WestBengal_BOD_Data2024-2014.xlsx
WB_BOD_2014,Unknown,BOD,1052,"GANGA AT ULUBERIA , HOWRAH,WEST BENGAL",September,first,3.7,https://gyanganga.ai/admin/fileupload/WestBengal_BOD_Data2024-2014.xlsx,WestBengal_BOD_Data2024-2014.xlsx
WB_BOD_2014,Unknown,BOD,1052,"GANGA AT ULUBERIA , HOWRAH,WEST BENGAL",November,first,3.55,https://gyanganga.ai/admin/fileupload/WestBengal_BOD_Data2024-2014.xlsx,WestBengal_BOD_Data2024-2014.xlsx
WB_BOD_2014,Unknown,BOD,1469,"GANGA AT DIAMOND HARBOUR, 24 PARGANAS (S)WEST BENGAL",January,first,2.15,https://gyanganga.ai/admin/fileupload/WestBengal_BOD_Data2024-2014.xlsx,WestBengal_BOD_Data2024-2014.xlsx
WB_BOD_2014,Unknown,BOD,1469,"GANGA AT DIAMOND HARBOUR, 24 PARGANAS (S)WEST BENGAL",March,first,5.8,https://gyanganga.ai/admin/fileupload/WestBengal_BOD_Data2024-2014.xlsx,WestBengal_BOD_Data2024-2014.xlsx
WB_BOD_2014,Unknown,BOD,1469,"GANGA AT DIAMOND HARBOUR, 24 PARGANAS (S)WEST BENGAL",May,first,3.65,https://gyanganga.ai/admin/fileupload/WestBengal_BOD_Data2024-2014.xlsx,WestBengal_BOD_Data2024-2014.xlsx
WB_BOD_2014,Unknown,BOD,1469,"GANGA AT DIAMOND HARBOUR, 24 PARGANAS (S)WEST BENGAL",July,first,3.5,https://gyanganga.ai/admin/fileupload/WestBengal_BOD_Data2024-2014.xlsx,WestBengal_BOD_Data2024-2014.xlsx
WB_BOD_2014,Unknown,BOD,1469,"GANGA AT DIAMOND HARBOUR, 24 PARGANAS (S)WEST BENGAL",September,first,6.2,https://gyanganga.ai/admin/fileupload/WestBengal_BOD_Data2024-2014.xlsx,WestBengal_BOD_Data2024-2014.xlsx
WB_BOD_2014,Unknown,BOD,1469,"GANGA AT DIAMOND HARBOUR, 24 PARGANAS (S)WEST BENGAL",November,first,3.25,https://gyanganga.ai/admin/fileupload/WestBengal_BOD_Data2024-2014.xlsx,WestBengal_BOD_Data2024-2014.xlsx
UK_DO_2024,Uttarakhand,DO,1491,BAGIRATHI AT GANGOTRI,October,second,11.2,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,5451,RIVER MANDAKINI AT KEDARNATH,September,first,11.6,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,5452,RIVER ALAKNANDA AT BADRINATH,September,first,11.4,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,1485,"MANDAKINI B/C ALAKNANDA, RUDRAPRAYAG",January,first,11.2,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,1485,"MANDAKINI B/C ALAKNANDA, RUDRAPRAYAG",July,first,10.6,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,1485,"MANDAKINI B/C ALAKNANDA, RUDRAPRAYAG",October,second,10.4,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,1484,"ALAKNANDA B/C MANDAKINI, RUDRA PRAYAG",January,first,10.8,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,1484,"ALAKNANDA B/C MANDAKINI, RUDRA PRAYAG",July,first,10.4,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,1484,"ALAKNANDA B/C MANDAKINI, RUDRA PRAYAG",October,second,10.4,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,1486,"ALKANANDA A/C MANDAKINI, RUDRAPRAYAG",January,first,11.0,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,1486,"ALKANANDA A/C MANDAKINI, RUDRAPRAYAG",July,first,10.6,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,1486,"ALKANANDA A/C MANDAKINI, RUDRAPRAYAG",October,second,10.4,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,1488,"BHAGIRATHI B/C ALAKNANDA, DEVPRAYAG",January,first,10.6,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,1488,"BHAGIRATHI B/C ALAKNANDA, DEVPRAYAG",July,first,10.0,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,1488,"BHAGIRATHI B/C ALAKNANDA, DEVPRAYAG",September,first,10.2,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,1487,"ALAKNANDA B/C BHAGIRATHI, DEVPRAYAG",January,first,10.8,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,1487,"ALAKNANDA B/C BHAGIRATHI, DEVPRAYAG",July,first,10.2,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,1487,"ALAKNANDA B/C BHAGIRATHI, DEVPRAYAG",September,first,10.0,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,1489,"ALAKNANDA A/C BHAGIRATHI, DEVPRAYAG",January,first,10.8,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,1489,"ALAKNANDA A/C BHAGIRATHI, DEVPRAYAG",July,first,10.2,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,1489,"ALAKNANDA A/C BHAGIRATHI, DEVPRAYAG",September,first,10.2,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,5776,"SWARG ASHRAM ,RISHIKESH",January,first,10.4,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,5776,"SWARG ASHRAM ,RISHIKESH",February,second,10.6,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,5776,"SWARG ASHRAM ,RISHIKESH",March,first,10.2,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,5776,"SWARG ASHRAM ,RISHIKESH",April,second,10.4,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,5776,"SWARG ASHRAM ,RISHIKESH",May,first,10.0,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,5776,"SWARG ASHRAM ,RISHIKESH",June,second,10.2,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,5776,"SWARG ASHRAM ,RISHIKESH",July,first,9.8,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,5776,"SWARG ASHRAM ,RISHIKESH",August,second,9.6,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,5776,"SWARG ASHRAM ,RISHIKESH",September,first,9.6,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,5776,"SWARG ASHRAM ,RISHIKESH",October,second,9.4,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,5776,"SWARG ASHRAM ,RISHIKESH",November,first,10.0,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,5776,"SWARG ASHRAM ,RISHIKESH",December,second,9.6,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,1060,U/S RISHIKESH,January,first,10.8,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,1060,U/S RISHIKESH,February,second,11.0,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,1060,U/S RISHIKESH,March,first,10.6,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,1060,U/S RISHIKESH,April,second,10.8,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,1060,U/S RISHIKESH,May,first,10.4,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,1060,U/S RISHIKESH,June,second,10.6,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,1060,U/S RISHIKESH,July,first,10.2,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,1060,U/S RISHIKESH,August,second,10.0,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,1060,U/S RISHIKESH,September,first,10.0,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,1060,U/S RISHIKESH,October,second,9.8,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,1060,U/S RISHIKESH,November,first,10.4,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,1060,U/S RISHIKESH,December,second,10.0,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,5777,"VISTHAPHIT COLONY, RISHIKESH",January,first,10.2,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,5777,"VISTHAPHIT COLONY, RISHIKESH",February,second,10.4,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,5777,"VISTHAPHIT COLONY, RISHIKESH",March,first,10.0,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,5777,"VISTHAPHIT COLONY, RISHIKESH",April,second,10.2,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,5777,"VISTHAPHIT COLONY, RISHIKESH",May,first,9.6,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,5777,"VISTHAPHIT COLONY, RISHIKESH",June,second,10.0,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,5777,"VISTHAPHIT COLONY, RISHIKESH",July,first,9.4,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,5777,"VISTHAPHIT COLONY, RISHIKESH",August,second,9.2,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,5777,"VISTHAPHIT COLONY, RISHIKESH",September,first,9.2,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,5777,"VISTHAPHIT COLONY, RISHIKESH",October,second,9.0,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,5777,"VISTHAPHIT COLONY, RISHIKESH",November,first,9.4,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,5777,"VISTHAPHIT COLONY, RISHIKESH",December,second,9.2,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,10147,RISHIKESH D/S,January,first,10.6,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,10147,RISHIKESH D/S,February,second,10.8,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,10147,RISHIKESH D/S,March,first,10.4,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,10147,RISHIKESH D/S,April,second,10.6,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,10147,RISHIKESH D/S,May,first,10.2,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,10147,RISHIKESH D/S,June,second,10.4,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,10147,RISHIKESH D/S,July,first,10.0,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,10147,RISHIKESH D/S,August,second,9.8,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,10147,RISHIKESH D/S,September,first,9.8,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,10147,RISHIKESH D/S,October,second,9.6,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,10147,RISHIKESH D/S,November,first,9.8,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,10147,RISHIKESH D/S,December,second,9.6,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,2725,"A/C SONG, D/S RAIWALA",January,first,9.2,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,2725,"A/C SONG, D/S RAIWALA",February,second,9.4,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,2725,"A/C SONG, D/S RAIWALA",March,first,9.0,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,2725,"A/C SONG, D/S RAIWALA",April,second,9.2,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,2725,"A/C SONG, D/S RAIWALA",May,first,8.6,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,2725,"A/C SONG, D/S RAIWALA",June,second,8.8,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,2725,"A/C SONG, D/S RAIWALA",July,first,8.4,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,2725,"A/C SONG, D/S RAIWALA",August,second,8.2,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,2725,"A/C SONG, D/S RAIWALA",September,first,8.0,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,2725,"A/C SONG, D/S RAIWALA",October,second,8.0,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,2725,"A/C SONG, D/S RAIWALA",November,first,8.4,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,2725,"A/C SONG, D/S RAIWALA",December,second,8.2,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,10148,HARKI PAURI GHAT,January,first,9.6,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,10148,HARKI PAURI GHAT,February,second,9.8,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,10148,HARKI PAURI GHAT,March,first,9.8,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,10148,HARKI PAURI GHAT,April,second,9.2,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,10148,HARKI PAURI GHAT,May,first,8.8,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,10148,HARKI PAURI GHAT,June,second,9.0,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,10148,HARKI PAURI GHAT,July,first,9.1,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,10148,HARKI PAURI GHAT,August,second,9.0,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,10148,HARKI PAURI GHAT,September,first,8.6,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,10148,HARKI PAURI GHAT,October,second,8.4,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,10148,HARKI PAURI GHAT,November,first,7.2,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,10148,HARKI PAURI GHAT,December,second,7.4,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,3997,"U/S BINDUGHAT, HARIDWAR",January,first,8.7,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,3997,"U/S BINDUGHAT, HARIDWAR",March,first,9.2,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,3997,"U/S BINDUGHAT, HARIDWAR",May,first,8.6,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,3997,"U/S BINDUGHAT, HARIDWAR",July,first,8.8,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,3997,"U/S BINDUGHAT, HARIDWAR",September,first,8.4,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,3997,"U/S BINDUGHAT, HARIDWAR",November,first,7.6,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,1061,HARIDWAR D/S,January,first,9.5,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
UK_DO_2024,Uttarakhand,DO,1061,HARIDWAR D/S,February,second,9.6,https://gyanganga.ai/admin/fileupload/Uttarakhand_DO_2024_2014.xlsx,Uttarakhand_DO_2024_2014.xlsx
